1176.11,1942.39,1933.77,2097.44,1818.67,2721.48,2003.79,1977.62,5365.71,2417.93,560.39,6129.64,1878.69,2177.58,3017.25,2362.82,2352.20,2828.08,2591.41,4130.32,8373.59,8585.14,1813.74,2957.75,1802.20,6394.14,3139.78,6155.44,934.81,2699.99,1634.23,1040.72,1539.94,1106.77,2869.43,3429.26,1196.43,1339.20,4136.20,802.33,7252.23,6085.74,1977.30,2169.83,1969.95,1473.62,1675.56,4221.03,2853.08,2550.03,3652.98,4586.59,1602.82,1818.26,1736.69,4119.01,2120.67,2994.98,2311.52,2360.75,1965.60,1523.32,1492.02,1198.23,3564.39,2849.04,1523.68,1693.31,2112.87,4371.01,482.29,4065.51,4266.36,8278.46,1027.77,882.85,5404.82,2006.74,2047.70,1889.48,2209.51,1889.03,5097.83,6038.76,3052.35,1638.87,7214.70,1768.86,1665.36,8002.14,3782.36,3422.28,6976.80,4275.99,4425.81,4657.46,6274.32,3004.72,2207.34,351.26,2338.45,1176.31
1201.00,1917.40,1942.07,2130.39,1846.22,2740.66,1967.78,2047.72,4951.04,2319.96,536.57,5543.96,1734.03,2015.45,2872.88,2384.61,2285.11,2708.72,2324.77,3966.35,7993.68,8022.66,1629.84,2823.38,1699.86,5758.58,2821.74,5771.64,895.64,2670.60,1542.30,1011.45,1534.59,1035.19,2730.17,3134.56,1148.31,1308.92,3669.29,743.16,7481.94,6272.61,1847.24,2101.87,1915.44,1421.16,1603.85,4180.72,2901.83,2624.05,3567.57,4681.15,1608.01,1820.43,1654.57,4181.20,2003.82,2798.40,2096.54,2091.65,1950.61,1465.68,1339.63,1162.20,3306.78,2610.68,1387.74,1620.57,1985.62,3798.33,446.92,3793.91,4030.91,7317.75,942.58,899.86,5514.14,1855.19,2059.80,1859.14,2135.17,1808.22,4237.90,5530.29,2810.90,1513.27,6553.17,1622.23,1565.03,7492.36,3690.69,3493.17,6580.82,4126.43,4469.07,4487.80,5762.11,2803.41,2098.76,357.69,2199.63,1179.53
896.86,1597.46,1640.39,1824.14,1506.09,2329.73,1678.00,1711.35,4353.47,1889.42,552.45,4966.69,1435.42,1576.91,2337.45,2113.93,1881.35,2198.84,2123.25,3084.71,6498.93,6596.47,1390.41,2366.07,1477.84,5149.11,2488.39,4943.03,784.86,2257.32,1268.90,813.88,1374.79,804.81,2442.06,2985.92,1047.31,1169.97,3499.05,667.17,6348.57,5557.95,1521.62,1823.66,1579.61,1137.34,1367.57,3574.16,2507.80,2207.30,2984.81,4056.87,1473.63,1648.91,1449.30,3514.19,1770.85,2522.56,1816.35,1795.07,1809.15,1324.22,1136.04,1148.81,2826.05,2481.15,1162.00,1293.40,2021.55,3401.23,449.27,3436.86,3452.95,6722.52,835.02,762.28,5169.82,1486.89,1832.35,1624.45,2109.74,1489.67,3976.10,4405.60,2383.44,1427.51,5752.71,1434.25,1359.52,6370.83,2842.74,2903.48,5730.76,3473.95,3976.07,3863.54,4806.16,2251.62,1946.41,304.18,1983.78,920.18
902.47,1528.40,1568.70,1766.88,1428.02,2266.57,1725.81,1699.56,4778.03,1964.26,579.11,5182.57,1488.97,1692.21,2392.25,2225.71,1834.97,2259.31,2242.24,3352.01,7877.58,7826.05,1578.79,2322.25,1389.30,5442.25,2543.82,5138.96,751.08,2247.42,1290.32,805.64,1245.87,779.44,2485.46,3133.94,1031.68,1093.78,3603.53,721.85,6178.31,5287.56,1540.68,1725.82,1541.13,1110.80,1381.40,3375.02,2406.27,1990.37,2849.72,3786.52,1281.43,1680.52,1296.17,3379.81,1695.66,2632.24,1831.08,1900.02,1858.48,1388.01,1194.08,1149.07,2924.32,2559.92,1200.54,1332.22,2157.32,3747.04,494.72,3615.16,3356.42,6891.10,819.66,766.26,4774.32,1522.73,1775.56,1488.00,1970.24,1500.39,4282.24,4565.91,2320.61,1499.85,5602.60,1492.40,1377.04,5615.03,2903.42,2716.93,5621.57,3419.00,3688.87,3805.61,4840.14,2387.70,1724.34,284.53,1904.40,989.71
1018.13,1717.93,1725.48,1947.62,1603.74,2545.95,1900.99,1843.47,5149.29,2353.00,596.69,5629.58,1652.32,1936.28,2665.32,2385.91,2069.77,2552.22,2418.42,3638.33,8514.33,8856.04,1716.80,2594.86,1617.37,5890.69,2844.39,5527.59,862.37,2517.84,1476.83,944.96,1423.08,955.85,2693.79,3467.21,1150.58,1246.94,3996.77,879.21,6956.80,5843.83,1741.13,1908.98,1728.73,1289.43,1558.73,3732.19,2673.94,2237.48,3168.70,4171.20,1385.17,1769.50,1447.12,3792.89,1868.80,2856.33,1955.78,2006.69,1946.18,1502.54,1332.45,1166.95,3226.72,2876.67,1323.01,1477.63,2215.64,4086.49,513.02,3978.74,3638.59,7274.31,896.77,877.90,5251.69,1670.37,1976.39,1720.64,2001.51,1683.57,4626.37,5161.79,2632.59,1589.55,6577.00,1621.39,1488.09,6771.42,3253.14,3111.21,6176.46,3850.98,4007.83,4332.87,5516.06,2599.90,1969.73,349.50,2189.54,1105.52
909.00,1552.19,1552.25,1859.66,1473.98,2200.15,1810.45,1723.47,4618.91,2095.95,549.61,5245.78,1528.03,1697.10,2470.20,2243.94,1972.87,2401.41,2215.06,3445.71,7350.30,9320.73,1500.88,2382.35,1463.68,5255.71,2598.75,5038.19,794.57,2278.69,1405.42,829.73,1346.23,871.32,2433.21,3234.15,1067.14,1166.46,3868.91,780.84,6734.13,5595.04,1607.41,1856.76,1552.96,1177.45,1463.30,3434.79,2537.60,2084.84,2928.15,3898.05,1296.20,1651.45,1272.34,3504.90,1693.16,2686.92,1806.08,1723.63,1909.47,1387.11,1179.71,1154.25,3178.52,2767.14,1224.48,1354.96,2088.45,4005.81,461.79,3797.83,3444.18,7359.66,831.64,877.70,5111.34,1672.93,1893.02,1579.14,1743.18,1524.03,4030.60,4348.72,2458.70,1540.40,6369.29,1432.83,1376.30,6417.74,3052.89,2904.69,5422.45,3492.82,3674.81,3894.78,5041.93,2439.79,1924.90,311.97,1969.34,972.72
1006.28,1663.47,1686.89,1926.12,1514.74,2314.77,1973.77,1865.97,5102.83,2183.68,563.23,5533.35,1590.35,1756.25,2577.38,2312.78,2038.87,2538.37,2341.05,3581.37,7939.25,9994.97,1624.54,2571.55,1501.15,5774.66,2835.74,5663.15,826.86,2399.94,1524.75,863.91,1382.96,907.72,2603.07,3395.34,1123.09,1222.03,4077.09,799.92,7427.63,5680.96,1726.70,1929.10,1687.44,1228.35,1518.54,3554.10,2606.33,2145.48,3134.42,4014.82,1283.51,1725.33,1267.84,3820.88,1835.94,2817.03,2048.55,1863.90,1948.27,1508.10,1270.11,1145.22,3538.48,3115.34,1477.82,1683.80,2178.83,4548.55,516.19,4309.27,3621.23,7627.54,947.47,923.69,5216.87,1769.25,2045.73,1612.98,1792.52,1707.61,4500.40,4762.11,2654.37,1704.03,6582.00,1570.78,1433.64,6303.89,3220.23,2863.22,5523.63,3618.05,3989.28,4258.89,5663.74,2693.10,1959.40,329.26,2020.09,1080.09
1122.66,1630.52,1751.10,1938.45,1498.75,2229.77,1984.98,1867.52,5065.75,2094.68,536.00,5588.42,1560.89,1722.85,2588.21,2383.65,2098.57,2560.87,2337.81,4097.76,7832.79,11239.83,1624.27,2641.81,1552.40,6041.46,2874.70,5674.36,848.39,2461.18,1525.82,931.79,1459.70,884.73,2613.54,3478.32,1143.62,1196.84,4188.00,833.02,7603.19,5656.23,1732.82,1930.11,1624.97,1285.44,1496.56,3814.26,2711.03,2169.12,3217.33,4249.85,1338.94,1748.74,1430.64,3869.01,1938.65,2850.49,2079.78,1869.56,1953.02,1486.45,1229.06,1167.58,3662.32,3217.75,1437.59,1628.26,2066.34,4833.72,518.78,4247.79,3425.76,7237.73,994.91,947.51,4986.43,2119.85,1986.71,1643.51,1715.12,1664.88,4743.80,4767.66,2730.39,1719.96,8437.43,1622.17,1490.29,7058.59,3262.86,2833.69,5534.41,3617.50,3942.54,4260.69,5158.36,2575.71,1982.11,328.14,2017.09,1009.99
1011.51,1466.87,1535.99,1967.22,1424.24,2079.63,1888.21,1778.70,4171.49,1872.65,513.31,5527.62,1406.15,1514.38,2416.15,2133.51,1934.64,2466.95,2027.39,3685.40,7341.24,10118.26,1449.59,2336.66,1490.61,5482.69,2573.64,5082.60,768.03,2187.67,1381.10,901.62,1512.58,773.80,2317.67,3162.54,1097.13,1084.81,3826.04,772.09,7639.34,5471.02,1587.06,1864.55,1535.76,1167.00,1336.26,3921.53,2730.97,2232.53,3382.42,4634.32,1376.02,1790.09,1399.68,3784.53,1846.97,2685.46,1852.33,1824.10,1888.27,1388.90,1123.39,1065.95,3334.59,3024.77,1388.24,1458.90,1972.19,4409.51,557.55,3765.40,3323.01,6588.05,885.81,921.26,5160.49,1924.83,1967.77,1552.04,1553.30,1505.19,3860.88,4359.64,2480.13,1679.75,8637.51,1467.91,1325.83,7828.31,3220.07,2632.31,4901.61,3250.28,3592.86,3833.73,4366.21,2367.77,1955.68,309.11,1862.29,887.81
860.59,1332.93,1339.41,1983.50,1455.80,2044.39,1747.10,1693.28,4012.44,1731.30,502.54,5224.52,1196.63,1330.91,2305.49,1954.23,1778.48,2260.33,1898.40,3363.25,7179.33,9002.53,1305.17,2059.18,1331.65,4901.90,2424.83,4692.55,687.43,1922.08,1233.60,780.23,1389.42,682.24,2052.35,2846.41,1006.14,940.13,3600.15,686.50,7469.55,5122.03,1414.10,1748.17,1371.52,1060.75,1215.20,3608.08,2578.75,2105.50,3344.20,4442.51,1357.77,1682.71,1217.75,3414.02,1720.35,2543.43,1693.57,1715.16,1824.48,1289.27,1007.81,923.69,2951.50,2810.76,1221.65,1303.82,1892.62,4207.92,543.57,3357.50,3054.98,5250.02,812.78,927.60,5026.60,1889.65,1939.25,1432.60,1474.86,1390.48,3547.13,3851.26,2289.17,1556.28,8796.82,1345.09,1239.78,7372.48,2785.95,2314.37,4170.32,3036.41,3088.37,3373.22,3662.06,2103.63,1939.68,296.09,1789.23,786.48
